tick,population,avg_energy,avg_cell_count,avg_code_count,avg_freshness,max_generation,eat_ratio,digest_ratio,refresh_ratio,divide_ratio,total_instructions
0,20,112.50,10.50,6.50,255.00,0,0.000000,0.000000,0.000000,0.000000,0
1000,12,97.75,13.42,8.58,255.00,28,0.153902,0.145809,0.139559,0.094509,27680
2000,12,99.67,13.42,8.58,255.00,7,0.155090,0.141519,0.135718,0.094259,26894
3000,10,117.10,13.30,8.50,255.00,7,0.155088,0.141665,0.135854,0.091207,27191
4000,24,57.25,13.71,8.79,255.00,7,0.156585,0.142582,0.136544,0.085608,26995
5000,14,97.00,13.50,8.64,255.00,7,0.156248,0.141705,0.136146,0.086113,27162
6000,27,54.07,13.74,8.81,255.00,7,0.160718,0.142032,0.136912,0.082425,27346
7000,18,86.94,13.61,8.72,255.00,7,0.160543,0.141265,0.136436,0.082450,27544
8000,15,100.53,13.53,8.67,255.00,7,0.160967,0.141425,0.136576,0.082334,27838
9000,24,66.75,13.71,8.79,255.00,7,0.160822,0.141839,0.137039,0.080805,27919
10000,28,55.25,13.75,8.82,255.00,7,0.160213,0.141369,0.136711,0.078791,28125
11000,23,71.48,13.70,8.78,255.00,7,0.160410,0.140629,0.136375,0.079124,28209
12000,24,68.67,13.71,8.79,255.00,7,0.160254,0.141375,0.136566,0.078709,27862
13000,22,72.59,13.68,8.77,255.00,7,0.160495,0.141217,0.136397,0.079344,28219
14000,21,79.67,13.67,8.76,255.00,7,0.160535,0.142228,0.136567,0.074446,27913
15000,28,57.71,13.75,8.82,255.00,7,0.160695,0.142021,0.136676,0.074334,27686
16000,31,53.90,13.77,8.84,255.00,7,0.160549,0.141912,0.136474,0.074551,27954
17000,29,57.28,13.76,8.83,255.00,7,0.160495,0.141621,0.136653,0.074957,27976
18000,27,60.04,13.74,8.81,255.00,7,0.160707,0.142077,0.136367,0.073911,28020
19000,28,58.25,13.75,8.82,255.00,7,0.160536,0.141984,0.136658,0.074138,27975
20000,31,52.35,13.77,8.84,255.00,7,0.160186,0.142336,0.136577,0.074584,27955
