tick,population,avg_energy,avg_cell_count,avg_code_count,avg_freshness,max_generation,eat_ratio,digest_ratio,refresh_ratio,divide_ratio,total_instructions
0,20,112.50,10.50,6.50,255.00,0,0.000000,0.000000,0.000000,0.000000,0
1000,12,95.75,13.42,8.58,255.00,39,0.150055,0.145666,0.139564,0.098312,28023
2000,12,100.00,13.42,8.58,255.00,76,0.146936,0.142011,0.135049,0.101166,27005
3000,13,96.85,13.46,8.62,255.00,9,0.147697,0.142505,0.136304,0.097045,26771
4000,20,82.00,13.65,8.75,255.00,15,0.147316,0.142309,0.137046,0.088770,27363
5000,12,118.25,13.42,8.58,255.00,15,0.146169,0.142006,0.136695,0.082936,27865
6000,18,92.83,13.61,8.72,255.00,15,0.147098,0.142600,0.137023,0.080782,27791
7000,29,58.21,13.76,8.83,255.00,15,0.150387,0.141816,0.137174,0.075569,28001
8000,28,60.14,13.75,8.82,255.00,15,0.151407,0.142469,0.137142,0.074720,27971
9000,27,62.41,13.74,8.81,255.00,15,0.152161,0.142694,0.136727,0.074491,27990
10000,20,88.20,13.65,8.75,255.00,15,0.150742,0.142020,0.137015,0.074638,27975
11000,30,54.67,13.77,8.83,255.00,15,0.151578,0.142605,0.137127,0.074095,27748
12000,27,61.78,13.74,8.81,255.00,15,0.151249,0.142610,0.137067,0.074437,27782
13000,27,64.04,13.74,8.81,255.00,15,0.151231,0.142403,0.137184,0.074847,27977
14000,30,55.00,13.77,8.83,255.00,15,0.150766,0.142414,0.136845,0.074490,28017
15000,24,70.04,13.71,8.79,255.00,15,0.151415,0.142336,0.137010,0.074349,27976
16000,27,62.52,13.74,8.81,255.00,15,0.151464,0.142557,0.137319,0.074004,28066
17000,28,60.75,13.75,8.82,255.00,15,0.151228,0.141843,0.136811,0.074793,28024
18000,26,65.38,13.73,8.81,255.00,15,0.151579,0.142498,0.137258,0.074264,27860
19000,29,57.24,13.76,8.83,255.00,15,0.151524,0.142256,0.137266,0.074532,28055
20000,31,54.35,13.77,8.84,255.00,15,0.151562,0.142438,0.136928,0.074958,27949
21000,30,56.13,13.77,8.83,255.00,15,0.151449,0.142361,0.137281,0.074848,27950
22000,28,60.50,13.75,8.82,255.00,15,0.151670,0.142786,0.136542,0.074747,28028
23000,22,77.86,13.68,8.77,255.00,15,0.151386,0.142325,0.136774,0.074601,27922
24000,31,53.13,13.77,8.84,255.00,15,0.151858,0.142302,0.136989,0.074627,28046
25000,32,52.78,13.78,8.84,255.00,15,0.151391,0.142439,0.137197,0.074144,28040
26000,23,73.17,13.70,8.78,255.00,15,0.151171,0.142470,0.137085,0.074855,28041
27000,21,81.00,13.67,8.76,255.00,15,0.151484,0.142388,0.136895,0.074618,28036
28000,28,60.75,13.75,8.82,255.00,15,0.151811,0.142336,0.137295,0.074833,27969
29000,22,78.59,13.68,8.77,255.00,15,0.151272,0.142422,0.136940,0.074919,27910
30000,25,66.20,13.72,8.80,255.00,15,0.151361,0.142357,0.137069,0.075252,27986
31000,29,58.21,13.76,8.83,255.00,15,0.151519,0.142413,0.136807,0.074885,28003
32000,28,60.14,13.75,8.82,255.00,15,0.151838,0.142780,0.137446,0.074326,27931
