tick,population,avg_energy,avg_cell_count,avg_code_count,avg_freshness,max_generation,eat_ratio,digest_ratio,refresh_ratio,divide_ratio,total_instructions
0,20,112.50,10.50,6.50,255.00,0,0.000000,0.000000,0.000000,0.000000,0
1000,11,111.00,13.36,8.55,255.00,39,0.149968,0.145368,0.140448,0.097911,28046
2000,12,96.42,13.42,8.58,255.00,27,0.147714,0.142699,0.140819,0.097751,27120
3000,11,120.64,13.36,8.55,255.00,7,0.147991,0.142647,0.141909,0.089900,27130
4000,21,69.48,13.67,8.76,255.00,13,0.148339,0.142915,0.141919,0.089188,27100
5000,11,120.55,13.36,8.55,255.00,13,0.147583,0.143221,0.142852,0.085859,27056
6000,13,114.15,13.46,8.62,255.00,13,0.147572,0.143814,0.142698,0.085656,26875
7000,24,61.92,13.71,8.79,255.00,13,0.151230,0.143502,0.143092,0.083175,26787
8000,29,50.34,13.76,8.83,255.00,13,0.151848,0.141346,0.142194,0.081801,27139
9000,20,77.15,13.65,8.75,255.00,13,0.151877,0.141616,0.141579,0.081507,27384
10000,27,57.33,13.74,8.81,255.00,13,0.152042,0.142537,0.142134,0.080260,27249
11000,28,55.14,13.75,8.82,255.00,13,0.152084,0.142528,0.142305,0.077492,26893
12000,26,59.23,13.73,8.81,255.00,13,0.151838,0.142703,0.141738,0.077831,26930
13000,19,84.63,13.63,8.74,255.00,13,0.151275,0.142381,0.142158,0.077676,26984
14000,27,58.22,13.74,8.81,255.00,13,0.151796,0.142762,0.142650,0.077589,26898
15000,27,57.70,13.74,8.81,255.00,13,0.151764,0.142492,0.142084,0.077328,26963
16000,26,60.73,13.73,8.81,255.00,13,0.151804,0.142693,0.142212,0.077513,27002
17000,27,57.85,13.74,8.81,255.00,13,0.151559,0.142609,0.142128,0.077592,27039
18000,31,49.71,13.77,8.84,255.00,13,0.151813,0.142878,0.141655,0.077556,26974
19000,29,53.62,13.76,8.83,255.00,13,0.151551,0.142445,0.142260,0.077478,27014
20000,25,62.40,13.72,8.80,255.00,13,0.151796,0.142740,0.142592,0.077234,26944
21000,29,55.10,13.76,8.83,255.00,13,0.151862,0.142618,0.142282,0.076229,26827
22000,25,61.64,13.72,8.80,255.00,13,0.151799,0.142312,0.141830,0.077567,26983
23000,26,60.00,13.73,8.81,255.00,13,0.151599,0.142667,0.142148,0.077579,26979
24000,28,54.54,13.75,8.82,255.00,13,0.151629,0.142513,0.141846,0.077593,26987
25000,27,56.30,13.74,8.81,255.00,13,0.151341,0.142809,0.142288,0.076863,26840
26000,26,60.42,13.73,8.81,255.00,13,0.152032,0.142243,0.141872,0.077685,26968
27000,27,59.33,13.74,8.81,255.00,13,0.151843,0.142682,0.142311,0.077220,26962
28000,28,56.43,13.75,8.82,255.00,13,0.151798,0.142280,0.141910,0.077547,27003
29000,25,62.20,13.72,8.80,255.00,13,0.151716,0.142661,0.142401,0.077009,26945
30000,28,55.93,13.75,8.82,255.00,13,0.151940,0.142730,0.142250,0.077080,27037
31000,27,57.52,13.74,8.81,255.00,13,0.151980,0.142608,0.142386,0.077786,26997
32000,26,60.23,13.73,8.81,255.00,13,0.152059,0.142295,0.142221,0.077329,26937
33000,27,56.63,13.74,8.81,255.00,13,0.152122,0.142577,0.142059,0.077467,27031
34000,28,56.46,13.75,8.82,255.00,13,0.151837,0.142504,0.141979,0.076912,26680
35000,26,60.12,13.73,8.81,255.00,13,0.151416,0.142381,0.142048,0.076764,27005
36000,20,79.30,13.65,8.75,255.00,13,0.151429,0.142201,0.141830,0.077679,26983
37000,26,62.08,13.73,8.81,255.00,13,0.152609,0.142937,0.142195,0.077157,26984
38000,28,56.11,13.75,8.82,255.00,13,0.151421,0.142170,0.141689,0.077376,27024
39000,27,56.74,13.74,8.81,255.00,13,0.152244,0.142703,0.142481,0.077106,26937
40000,31,49.68,13.77,8.84,255.00,13,0.151841,0.142497,0.141830,0.077756,26969
41000,32,51.09,13.78,8.84,255.00,13,0.151630,0.142804,0.142100,0.077168,26967
42000,28,56.43,13.75,8.82,255.00,13,0.151573,0.142392,0.142133,0.077527,27010
43000,22,71.82,13.68,8.77,255.00,13,0.152054,0.141998,0.141998,0.077326,26951
44000,28,54.36,13.75,8.82,255.00,13,0.152438,0.142561,0.142191,0.076829,27034
45000,23,68.83,13.70,8.78,255.00,13,0.151816,0.142571,0.142422,0.077560,26934
46000,22,72.09,13.68,8.77,255.00,13,0.151572,0.142164,0.141794,0.077416,26997
47000,28,55.79,13.75,8.82,255.00,13,0.152286,0.142670,0.142146,0.076442,26726
48000,30,53.57,13.77,8.83,255.00,13,0.151887,0.142682,0.142274,0.077800,26941
49000,24,66.62,13.71,8.79,255.00,13,0.151521,0.142568,0.142493,0.077015,26696
