tick,population,avg_energy,avg_cell_count,avg_code_count,avg_freshness,max_generation,eat_ratio,digest_ratio,refresh_ratio,divide_ratio,total_instructions
0,20,112.50,10.50,6.50,255.00,0,0.000000,0.000000,0.000000,0.000000,0
1000,12,97.75,13.42,8.58,255.00,36,0.150444,0.147929,0.139449,0.095972,27831
2000,12,97.75,13.42,8.58,255.00,76,0.147028,0.146654,0.135140,0.098542,26750
3000,12,97.75,13.42,8.58,255.00,116,0.146910,0.146013,0.134986,0.098576,26751
4000,12,97.75,13.42,8.58,255.00,156,0.146579,0.146617,0.134991,0.098654,26750
5000,13,100.54,13.46,8.62,255.00,18,0.147301,0.146821,0.135530,0.094683,27101
6000,11,114.73,13.36,8.55,255.00,13,0.147206,0.146838,0.135559,0.094243,27132
7000,17,89.53,13.59,8.71,255.00,4,0.147930,0.147673,0.132210,0.087981,27290
8000,18,86.56,13.61,8.72,255.00,4,0.147593,0.147921,0.130617,0.086484,27508
9000,16,93.88,13.56,8.69,255.00,3,0.146687,0.148538,0.130760,0.086714,27562
10000,12,113.33,13.42,8.58,255.00,7,0.147072,0.148624,0.130642,0.086806,27694
11000,29,51.76,13.76,8.83,255.00,6,0.147591,0.148101,0.130731,0.084010,27461
12000,31,45.58,13.77,8.84,255.00,6,0.146638,0.148018,0.130990,0.081760,27544
13000,29,53.34,13.76,8.83,255.00,5,0.146547,0.146724,0.129814,0.083665,28148
14000,23,66.30,13.70,8.78,255.00,4,0.147351,0.147749,0.130609,0.081396,27655
15000,14,102.86,13.50,8.64,255.00,5,0.147285,0.147928,0.133200,0.080578,27973
16000,12,109.67,13.42,8.58,255.00,3,0.147705,0.148205,0.130326,0.083006,28022
17000,16,85.19,13.56,8.69,255.00,5,0.147433,0.147854,0.131488,0.081759,28474
18000,12,115.33,13.42,8.58,255.00,3,0.148125,0.148235,0.130877,0.085726,27308
19000,14,86.14,13.50,8.64,255.00,26,0.149234,0.148721,0.131270,0.089782,27333
20000,10,121.50,13.30,8.50,255.00,10,0.149254,0.148997,0.131211,0.090102,27269
21000,14,92.93,13.50,8.64,255.00,48,0.149057,0.148805,0.130663,0.087623,27835
22000,11,108.55,13.36,8.55,255.00,29,0.149153,0.149334,0.130432,0.087884,27616
23000,11,105.82,13.36,8.55,255.00,18,0.149603,0.148940,0.131201,0.090314,27172
24000,11,110.36,13.36,8.55,255.00,57,0.149141,0.148521,0.131087,0.090564,27417
25000,14,96.57,13.50,8.64,255.00,8,0.149405,0.148934,0.131310,0.088011,27576
26000,14,86.14,13.50,8.64,255.00,20,0.149097,0.148556,0.131244,0.087388,27727
27000,13,94.00,13.46,8.62,255.00,10,0.148391,0.148830,0.131163,0.090417,27340
28000,14,98.50,13.50,8.64,255.00,32,0.170337,0.148678,0.109815,0.087686,27610
29000,17,92.29,13.59,8.71,255.00,3,0.155915,0.148743,0.124538,0.086133,27887
30000,13,102.92,13.46,8.62,255.00,3,0.147716,0.147822,0.131167,0.079686,28399
31000,30,46.40,13.77,8.83,255.00,5,0.148395,0.148886,0.131065,0.082617,28505
32000,33,43.82,13.79,8.85,255.00,5,0.152018,0.151946,0.126376,0.082356,27806
33000,14,107.36,13.50,8.64,255.00,3,0.152325,0.152614,0.126690,0.082435,27658
34000,11,126.73,13.36,8.55,255.00,2,0.152251,0.151602,0.126497,0.081915,27724
35000,11,121.82,13.36,8.55,255.00,5,0.152462,0.152139,0.126501,0.081932,27889
36000,22,73.45,13.68,8.77,255.00,2,0.151996,0.151924,0.126140,0.080704,27731
37000,25,64.04,13.72,8.80,255.00,2,0.152893,0.151209,0.127100,0.079778,27915
38000,14,107.50,13.50,8.64,255.00,4,0.158338,0.151359,0.126425,0.077082,28515
39000,12,116.92,13.42,8.58,255.00,5,0.152050,0.152481,0.126750,0.081873,27787
40000,14,107.79,13.50,8.64,255.00,5,0.152742,0.152885,0.127148,0.081150,27936
41000,18,83.50,13.61,8.72,255.00,9,0.152595,0.152991,0.127546,0.081552,27786
42000,28,58.39,13.75,8.82,255.00,4,0.152609,0.152146,0.126557,0.081465,28098
43000,12,119.42,13.42,8.58,255.00,2,0.152357,0.151714,0.126458,0.079380,27954
44000,15,102.33,13.53,8.67,255.00,4,0.151958,0.152608,0.126620,0.081754,27705
45000,18,81.94,13.61,8.72,255.00,3,0.152302,0.152195,0.126321,0.081670,27905
46000,19,81.26,13.63,8.74,255.00,5,0.152507,0.152544,0.126546,0.081946,27579
47000,30,51.37,13.77,8.83,255.00,4,0.152635,0.152599,0.126647,0.081439,27628
48000,16,90.56,13.56,8.69,255.00,4,0.151532,0.152359,0.126696,0.082389,27783
49000,21,78.76,13.67,8.76,255.00,4,0.152324,0.152252,0.126496,0.081663,27993
50000,20,75.00,13.65,8.75,255.00,4,0.152381,0.152418,0.124682,0.084386,27149
51000,15,97.53,13.53,8.67,255.00,4,0.152757,0.152684,0.126991,0.084968,27128
52000,10,131.70,13.30,8.50,255.00,4,0.152809,0.152661,0.126201,0.083999,27060
53000,15,102.60,13.53,8.67,255.00,5,0.153221,0.153370,0.126030,0.085002,26811
54000,12,107.42,13.42,8.58,255.00,3,0.153014,0.153088,0.126177,0.085699,26978
