tick,population,avg_energy,avg_cell_count,avg_code_count,avg_freshness,max_generation,eat_ratio,digest_ratio,refresh_ratio,divide_ratio,total_instructions
0,20,112.50,10.50,6.50,255.00,0,0.000000,0.000000,0.000000,0.000000,0
1000,13,92.92,13.46,8.62,255.00,10,0.150413,0.145764,0.139720,0.096842,27963
2000,11,113.64,13.36,8.55,255.00,20,0.147685,0.142046,0.135628,0.098642,26956
3000,12,107.83,13.42,8.58,255.00,5,0.147526,0.142635,0.136113,0.094497,26985
4000,18,78.44,13.61,8.72,255.00,7,0.148256,0.142361,0.136766,0.093005,26805
5000,12,111.50,13.42,8.58,255.00,3,0.147989,0.142468,0.136911,0.089986,27171
6000,21,69.19,13.67,8.76,255.00,4,0.147926,0.142684,0.137187,0.088587,27284
7000,17,87.65,13.59,8.71,255.00,4,0.146738,0.142472,0.136783,0.086132,27423
8000,14,100.36,13.50,8.64,255.00,3,0.147082,0.142931,0.137384,0.086177,27223
9000,24,68.42,13.71,8.79,255.00,3,0.146551,0.142463,0.137298,0.081740,27881
10000,27,60.00,13.74,8.81,255.00,3,0.148497,0.142563,0.137055,0.077358,28142
11000,31,54.71,13.77,8.84,255.00,3,0.151495,0.142295,0.136920,0.074106,27717
12000,28,60.61,13.75,8.82,255.00,2,0.151386,0.142286,0.136826,0.075265,28021
13000,27,62.00,13.74,8.81,255.00,3,0.151805,0.142791,0.137676,0.074507,27957
14000,31,54.00,13.77,8.84,255.00,3,0.151864,0.142357,0.137067,0.074306,27979
15000,31,52.32,13.77,8.84,255.00,3,0.151164,0.142312,0.137065,0.074814,28016
16000,20,85.85,13.65,8.75,255.00,2,0.151199,0.142169,0.137100,0.074315,28016
17000,21,81.14,13.67,8.76,255.00,2,0.151498,0.142286,0.137251,0.074981,28007
18000,28,60.86,13.75,8.82,255.00,3,0.151847,0.142622,0.137045,0.074869,27969
19000,22,78.73,13.68,8.77,255.00,2,0.151487,0.142565,0.137119,0.074776,27910
20000,26,62.35,13.73,8.81,255.00,3,0.151734,0.142642,0.137345,0.074382,27937
21000,28,59.61,13.75,8.82,255.00,3,0.151904,0.142678,0.136814,0.074021,27965
22000,29,57.14,13.76,8.83,255.00,3,0.151753,0.142398,0.137256,0.074663,28006
23000,25,67.12,13.72,8.80,255.00,3,0.151771,0.142408,0.137476,0.074367,27983
24000,27,62.63,13.74,8.81,255.00,3,0.151050,0.142114,0.137987,0.074323,27865
25000,28,60.86,13.75,8.82,255.00,3,0.151611,0.142368,0.137193,0.074878,28019
26000,22,78.91,13.68,8.77,255.00,2,0.151503,0.142509,0.137027,0.074784,27907
27000,26,65.27,13.73,8.81,255.00,3,0.151310,0.142470,0.137124,0.074746,28055
28000,29,57.83,13.76,8.83,255.00,3,0.151198,0.142353,0.136860,0.074939,28036
29000,27,61.41,13.74,8.81,255.00,3,0.151770,0.142526,0.137600,0.074208,28016
30000,28,60.00,13.75,8.82,255.00,3,0.151454,0.142188,0.137429,0.074815,27949
31000,21,81.14,13.67,8.76,255.00,2,0.151457,0.142388,0.136818,0.074943,28008
32000,30,56.93,13.77,8.83,255.00,3,0.151894,0.142566,0.137205,0.074124,27980
33000,24,72.00,13.71,8.79,255.00,2,0.151288,0.142019,0.137008,0.074660,27940
34000,26,65.27,13.73,8.81,255.00,3,0.151794,0.142521,0.136993,0.074827,28038
35000,29,57.83,13.76,8.83,255.00,3,0.151377,0.142388,0.136860,0.074975,28036
36000,31,55.58,13.77,8.84,255.00,3,0.151570,0.142713,0.137385,0.074741,27776
37000,28,60.61,13.75,8.82,255.00,2,0.150984,0.142520,0.136878,0.075456,28003
38000,25,67.24,13.72,8.80,255.00,3,0.151447,0.142469,0.137497,0.074579,27957
39000,28,59.86,13.75,8.82,255.00,3,0.151400,0.142648,0.137289,0.074271,27992
40000,31,53.94,13.77,8.84,255.00,3,0.151885,0.141828,0.137370,0.075176,28041
41000,25,67.12,13.72,8.80,255.00,3,0.151083,0.142057,0.136848,0.074988,28031
42000,27,62.11,13.74,8.81,255.00,3,0.151328,0.142557,0.137315,0.074701,28045
43000,28,60.86,13.75,8.82,255.00,3,0.151112,0.142296,0.137264,0.074949,28019
44000,28,60.64,13.75,8.82,255.00,3,0.151512,0.142373,0.137553,0.074863,28011
45000,28,59.57,13.75,8.82,255.00,3,0.151220,0.142989,0.136932,0.074149,28065
46000,27,63.11,13.74,8.81,255.00,3,0.150928,0.142541,0.137259,0.074518,28020
47000,24,71.50,13.71,8.79,255.00,2,0.151370,0.142166,0.136500,0.074133,27707
48000,26,65.27,13.73,8.81,255.00,3,0.151427,0.142404,0.137090,0.074893,28040
49000,29,57.83,13.76,8.83,255.00,3,0.151484,0.142460,0.137181,0.074761,28036
50000,28,59.00,13.75,8.82,255.00,3,0.151569,0.142407,0.137647,0.074514,27941
51000,26,64.81,13.73,8.81,255.00,3,0.151451,0.142469,0.137208,0.074974,27943
52000,27,62.19,13.74,8.81,255.00,3,0.151214,0.141767,0.136812,0.074431,28053
53000,28,60.86,13.75,8.82,255.00,3,0.151088,0.142158,0.137229,0.074794,27997
54000,27,62.70,13.74,8.81,255.00,3,0.151386,0.142515,0.137185,0.074477,27955
55000,27,62.22,13.74,8.81,255.00,3,0.151276,0.142474,0.137143,0.074743,27949
56000,21,80.48,13.67,8.76,255.00,2,0.150921,0.142179,0.137149,0.074604,28028
57000,27,63.33,13.74,8.81,255.00,3,0.151638,0.142556,0.137765,0.074478,27968
58000,28,60.64,13.75,8.82,255.00,3,0.151292,0.142475,0.137298,0.074575,28012
59000,27,62.00,13.74,8.81,255.00,3,0.151512,0.142419,0.137106,0.075061,28044
60000,31,54.45,13.77,8.84,255.00,3,0.151109,0.142346,0.137017,0.074678,27960
61000,29,58.34,13.76,8.83,255.00,3,0.151487,0.142587,0.137189,0.074957,27976
62000,28,58.86,13.75,8.82,255.00,3,0.152042,0.142189,0.137013,0.074182,28012
63000,28,61.00,13.75,8.82,255.00,3,0.151316,0.142472,0.136720,0.074597,27816
64000,22,77.77,13.68,8.77,255.00,2,0.151215,0.142421,0.137540,0.074979,27861
65000,25,68.12,13.72,8.80,255.00,2,0.151615,0.142576,0.137039,0.074414,27992
66000,31,54.45,13.77,8.84,255.00,3,0.151131,0.142234,0.136875,0.074422,27989
67000,29,58.34,13.76,8.83,255.00,3,0.151415,0.142336,0.137189,0.074993,27976
68000,25,67.12,13.72,8.80,255.00,3,0.151610,0.142387,0.137061,0.074822,27973
69000,26,64.62,13.73,8.81,255.00,3,0.151512,0.142101,0.137234,0.074253,27945
70000,28,61.64,13.75,8.82,255.00,3,0.151439,0.142346,0.137226,0.074932,27932
71000,27,61.93,13.74,8.81,255.00,3,0.151135,0.142138,0.136925,0.074550,28008
72000,24,71.00,13.71,8.79,255.00,3,0.151159,0.142238,0.136935,0.074128,27911
73000,27,61.89,13.74,8.81,255.00,3,0.151698,0.142638,0.136717,0.074797,28036
74000,25,70.28,13.72,8.80,255.00,3,0.151975,0.142955,0.136953,0.074137,27827
75000,24,71.83,13.71,8.79,255.00,3,0.151602,0.142220,0.137012,0.074873,28034
76000,28,60.68,13.75,8.82,255.00,3,0.151810,0.142770,0.136518,0.074779,27989
77000,31,54.00,13.77,8.84,255.00,3,0.151644,0.142352,0.137062,0.074732,27980
78000,29,57.14,13.76,8.83,255.00,3,0.151959,0.142816,0.136924,0.074283,28001
79000,25,67.12,13.72,8.80,255.00,3,0.151432,0.142423,0.136668,0.075144,27973
80000,27,61.93,13.74,8.81,255.00,3,0.151410,0.142213,0.137096,0.074900,27944
81000,25,70.28,13.72,8.80,255.00,3,0.151179,0.142303,0.137883,0.074493,27828
82000,22,79.23,13.68,8.77,255.00,2,0.151333,0.141944,0.137196,0.074721,28011
83000,25,66.32,13.72,8.80,255.00,3,0.151600,0.142424,0.137247,0.075086,28008
84000,29,57.83,13.76,8.83,255.00,3,0.151377,0.142413,0.136807,0.074742,28003
85000,30,54.27,13.77,8.83,255.00,3,0.151815,0.142633,0.137595,0.074353,27988
86000,26,64.81,13.73,8.81,255.00,3,0.151499,0.142566,0.137171,0.074177,27987
87000,21,81.14,13.67,8.76,255.00,2,0.151385,0.142209,0.137104,0.075229,28008
88000,28,60.86,13.75,8.82,255.00,3,0.151739,0.142622,0.137045,0.074869,27969
89000,27,62.70,13.74,8.81,255.00,3,0.150742,0.141734,0.137122,0.074030,27975
90000,26,64.81,13.73,8.81,255.00,3,0.151132,0.142223,0.137143,0.074600,27949
91000,21,80.48,13.67,8.76,255.00,2,0.151598,0.142393,0.137042,0.074711,28028
92000,28,60.86,13.75,8.82,255.00,3,0.151765,0.142296,0.137364,0.074435,27984
93000,22,78.73,13.68,8.77,255.00,2,0.151137,0.142182,0.136880,0.074655,27915
94000,22,78.00,13.68,8.77,255.00,3,0.151561,0.142572,0.136972,0.074657,28035
95000,29,58.31,13.76,8.83,255.00,3,0.151550,0.142383,0.137069,0.074937,28037
96000,31,53.94,13.77,8.84,255.00,3,0.151577,0.142627,0.137329,0.074535,27933
97000,20,85.85,13.65,8.75,255.00,2,0.150932,0.142362,0.137113,0.074913,28006
98000,22,78.41,13.68,8.77,255.00,2,0.151347,0.142245,0.137105,0.074389,28015
99000,31,54.71,13.77,8.84,255.00,3,0.152015,0.142216,0.137084,0.074653,28063
100000,28,60.61,13.75,8.82,255.00,2,0.151198,0.141675,0.137252,0.074832,28036
101000,27,62.15,13.74,8.81,255.00,3,0.151741,0.142223,0.137429,0.074672,27949
102000,31,54.45,13.77,8.84,255.00,3,0.150774,0.142515,0.137509,0.074583,27969
103000,30,54.77,13.77,8.83,255.00,3,0.151193,0.142893,0.137575,0.074662,27832
104000,30,55.37,13.77,8.83,255.00,3,0.151635,0.142016,0.136202,0.073754,27863
105000,27,62.22,13.74,8.81,255.00,3,0.151564,0.142377,0.137194,0.074674,27975
106000,27,61.52,13.74,8.81,255.00,2,0.151350,0.142411,0.136954,0.074347,27856
107000,31,51.19,13.77,8.84,255.00,2,0.150643,0.142172,0.137630,0.074222,27741
108000,28,60.32,13.75,8.82,255.00,3,0.151438,0.142437,0.136986,0.074410,27886
109000,30,53.73,13.77,8.83,255.00,3,0.151617,0.142687,0.137359,0.074566,27774
110000,25,68.48,13.72,8.80,255.00,3,0.151728,0.142503,0.137083,0.074446,27859
