tick,population,avg_energy,avg_cell_count,avg_code_count,avg_freshness,max_generation,eat_ratio,digest_ratio,refresh_ratio,divide_ratio,total_instructions
0,20,112.50,10.50,6.50,255.00,0,0.000000,0.000000,0.000000,0.000000,0
1000,7,139.86,13.00,8.29,121.29,18,0.151575,0.149128,0.141825,0.096984,25334
2000,7,139.71,13.00,8.29,105.14,26,0.147274,0.144659,0.137314,0.102457,24098
3000,8,122.38,13.12,8.38,121.38,34,0.145494,0.145038,0.137135,0.104486,24166
4000,9,112.56,13.22,8.44,132.11,45,0.146111,0.145371,0.137395,0.103026,24324
5000,11,102.45,13.36,8.55,146.82,56,0.146258,0.145187,0.137526,0.102640,24279
6000,10,105.70,13.30,8.50,182.90,66,0.145837,0.145257,0.137436,0.104163,24164
7000,10,99.80,13.30,8.50,190.70,75,0.145642,0.145059,0.137520,0.103578,24011
8000,8,116.50,13.12,8.38,185.38,86,0.144974,0.145056,0.137069,0.104623,24163
9000,7,139.86,13.00,8.29,178.43,93,0.146157,0.144955,0.136867,0.102941,24111
10000,7,139.86,13.00,8.29,156.71,103,0.145990,0.145033,0.137292,0.103167,24029
11000,8,122.38,13.12,8.38,139.38,112,0.145391,0.145309,0.137325,0.104733,24300
12000,8,122.38,13.12,8.38,139.38,123,0.145319,0.145277,0.123048,0.105239,24202
13000,8,122.38,13.12,8.38,144.38,135,0.146071,0.145288,0.096584,0.103218,24269
14000,12,83.58,13.42,8.58,176.25,145,0.145358,0.144740,0.095271,0.104992,24278
15000,8,122.38,13.12,8.38,160.38,152,0.145169,0.145376,0.077573,0.105058,24158
16000,8,122.38,13.12,8.38,158.38,160,0.145779,0.145199,0.074069,0.104542,24153
17000,9,109.11,13.22,8.44,165.33,168,0.146103,0.145445,0.073525,0.103907,24291
18000,9,109.11,13.22,8.44,165.33,176,0.145658,0.145410,0.073551,0.104590,24228
19000,8,122.38,13.12,8.38,158.38,184,0.146042,0.145377,0.074207,0.103407,24041
20000,10,109.90,13.30,8.50,169.30,192,0.145544,0.145544,0.073760,0.104095,24295
21000,8,122.38,13.12,8.38,158.38,200,0.148851,0.145604,0.071895,0.101750,23715
22000,8,122.38,13.12,8.38,158.38,208,0.145731,0.145440,0.073944,0.104508,24113
23000,18,49.28,13.61,8.72,220.06,217,0.147140,0.147265,0.076727,0.102985,23916
24000,7,139.71,13.00,8.29,155.43,227,0.145746,0.145290,0.073474,0.104844,24131
25000,7,139.71,13.00,8.29,156.57,235,0.145577,0.145411,0.074122,0.103954,24001
26000,7,139.71,13.00,8.29,156.57,243,0.146019,0.145396,0.073882,0.103742,24079
27000,7,139.71,13.00,8.29,156.57,251,0.146184,0.145684,0.074488,0.104358,24004
28000,7,139.71,13.00,8.29,156.57,259,0.146271,0.145479,0.074283,0.104313,23976
29000,7,140.14,13.00,8.29,162.71,267,0.146749,0.144666,0.074161,0.118190,23530
30000,6,138.83,12.83,8.17,173.33,279,0.145998,0.144543,0.016998,0.110007,24062
31000,6,138.83,12.83,8.17,154.67,291,0.144512,0.144264,0.014691,0.105198,24164
32000,6,138.83,12.83,8.17,121.33,303,0.145428,0.145181,0.010294,0.104624,24287
33000,6,138.83,12.83,8.17,132.00,319,0.145379,0.145461,0.010541,0.104952,24192
34000,6,138.83,12.83,8.17,132.00,335,0.145756,0.145591,0.010455,0.104761,24198
35000,6,138.83,12.83,8.17,133.33,351,0.145609,0.145279,0.010460,0.104763,24188
36000,6,138.83,12.83,8.17,133.33,367,0.147483,0.145363,0.010392,0.102964,24057
37000,6,138.83,12.83,8.17,132.00,383,0.145597,0.145515,0.010435,0.104640,24245
38000,6,138.83,12.83,8.17,132.00,399,0.145133,0.145670,0.010526,0.104433,24226
39000,6,138.83,12.83,8.17,132.00,415,0.145691,0.145443,0.010333,0.104856,24195
40000,6,138.83,12.83,8.17,132.00,431,0.145180,0.145015,0.010317,0.105026,24232
41000,6,138.83,12.83,8.17,118.67,447,0.145967,0.145717,0.010573,0.103092,23930
42000,10,84.40,13.30,8.50,159.50,463,0.145377,0.145500,0.010361,0.104839,24323
43000,11,77.27,13.36,8.55,165.36,480,0.145679,0.145350,0.010494,0.104897,24300
44000,11,90.55,13.36,8.55,185.64,496,0.145748,0.145498,0.010387,0.104574,24069
45000,10,100.10,13.30,8.50,200.50,512,0.145497,0.145208,0.010337,0.105102,24186
46000,9,109.78,13.22,8.44,206.44,520,0.145509,0.145217,0.010513,0.104668,23971
47000,11,89.55,13.36,8.55,178.45,533,0.145705,0.145623,0.010522,0.104398,24330
48000,10,98.90,13.30,8.50,171.30,548,0.146960,0.145581,0.010452,0.102810,23918
49000,10,99.40,13.30,8.50,183.00,564,0.145767,0.145066,0.010309,0.104985,24251
50000,10,100.10,13.30,8.50,183.70,575,0.145989,0.145574,0.010380,0.104260,24084
51000,9,109.89,13.22,8.44,184.78,584,0.146238,0.145329,0.010531,0.103163,24214
52000,11,90.55,13.36,8.55,172.55,600,0.145651,0.145487,0.010272,0.104236,24339
53000,11,90.55,13.36,8.55,172.55,616,0.145613,0.145283,0.010327,0.104346,24208
54000,11,90.55,13.36,8.55,172.55,632,0.145650,0.145485,0.010333,0.104856,24195
55000,11,90.55,13.36,8.55,172.55,648,0.145361,0.144989,0.010539,0.104815,24195
56000,11,95.64,13.36,8.55,169.73,664,0.145937,0.145443,0.010512,0.104135,24257
57000,10,99.40,13.30,8.50,167.80,680,0.146380,0.145591,0.010379,0.103537,24088
58000,11,90.55,13.36,8.55,172.55,696,0.145418,0.145129,0.010411,0.104891,24206
59000,10,99.40,13.30,8.50,167.00,712,0.145648,0.145482,0.010347,0.104714,24161
60000,12,93.58,13.42,8.58,177.42,728,0.145534,0.145493,0.010490,0.103242,24118
61000,11,90.55,13.36,8.55,186.36,744,0.145893,0.145187,0.010376,0.104097,24093
62000,10,100.10,13.30,8.50,187.70,754,0.145617,0.145245,0.010714,0.104414,24173
63000,11,90.55,13.36,8.55,172.55,768,0.145461,0.145132,0.010493,0.104642,24302
64000,11,90.55,13.36,8.55,177.64,784,0.145890,0.145064,0.010326,0.103635,24210
65000,11,90.55,13.36,8.55,186.36,800,0.145662,0.145042,0.010416,0.103625,24193
66000,9,110.11,13.22,8.44,183.22,810,0.145332,0.145290,0.010360,0.104637,24131
67000,11,90.55,13.36,8.55,172.55,824,0.145607,0.145112,0.010303,0.105135,24264
68000,11,90.55,13.36,8.55,172.55,840,0.145348,0.145182,0.010601,0.105180,24149
69000,11,90.55,13.36,8.55,172.55,856,0.145237,0.145071,0.010457,0.104980,24195
70000,11,90.55,13.36,8.55,172.55,872,0.145582,0.145292,0.010343,0.105039,24172
71000,10,98.90,13.30,8.50,167.30,888,0.145825,0.145867,0.010515,0.102635,23871
72000,11,90.55,13.36,8.55,172.55,904,0.145474,0.145267,0.010503,0.104908,24183
73000,11,90.55,13.36,8.55,172.55,920,0.145540,0.145416,0.010343,0.104791,24172
74000,11,90.55,13.36,8.55,172.55,936,0.145789,0.145209,0.010508,0.104956,24172
75000,11,90.55,13.36,8.55,172.55,952,0.145582,0.145168,0.010343,0.105163,24172
76000,11,90.55,13.36,8.55,172.55,968,0.145333,0.145458,0.010343,0.105163,24172
77000,11,90.55,13.36,8.55,172.55,984,0.145365,0.145158,0.010351,0.105122,24153
78000,10,98.90,13.30,8.50,167.30,1000,0.145270,0.145311,0.010373,0.104689,24100
79000,11,90.55,13.36,8.55,172.55,1016,0.145593,0.145346,0.010320,0.104479,24225
80000,11,90.55,13.36,8.55,172.55,1032,0.145516,0.144897,0.010317,0.105196,24231
81000,11,90.55,13.36,8.55,172.55,1048,0.145458,0.145416,0.010508,0.104956,24172
82000,11,90.55,13.36,8.55,172.55,1064,0.145623,0.144961,0.010343,0.104956,24172
83000,11,90.55,13.36,8.55,173.27,1080,0.145449,0.145490,0.010495,0.105202,24201
84000,11,90.55,13.36,8.55,172.55,1096,0.145639,0.145060,0.010335,0.105085,24190
85000,11,90.55,13.36,8.55,172.55,1112,0.145629,0.144760,0.010343,0.104299,24171
86000,11,90.55,13.36,8.55,172.55,1128,0.145264,0.144355,0.010323,0.104716,24218
87000,11,90.55,13.36,8.55,172.55,1144,0.145324,0.144703,0.010351,0.104873,24153
88000,10,98.90,13.30,8.50,167.30,1160,0.144938,0.145145,0.010716,0.104680,24169
89000,11,90.55,13.36,8.55,172.55,1176,0.144771,0.145102,0.010338,0.105363,24183
90000,11,90.55,13.36,8.55,172.55,1192,0.145853,0.145069,0.010321,0.104818,24223
91000,11,90.55,13.36,8.55,172.55,1208,0.145721,0.145101,0.010335,0.104961,24190
92000,11,90.55,13.36,8.55,172.55,1224,0.145071,0.145237,0.010663,0.104856,24195
93000,11,90.55,13.36,8.55,172.55,1240,0.145499,0.145251,0.010425,0.104832,24172
94000,11,90.55,13.36,8.55,172.55,1256,0.145088,0.144676,0.010669,0.104387,24275
95000,11,90.55,13.36,8.55,172.55,1272,0.145168,0.145251,0.010591,0.105246,24172
96000,11,90.55,13.36,8.55,172.55,1288,0.145416,0.145292,0.010591,0.104873,24172
97000,11,90.55,13.36,8.55,172.55,1304,0.145969,0.145019,0.010335,0.104713,24190
98000,11,90.55,13.36,8.55,172.55,1320,0.145402,0.145154,0.010539,0.105022,24195
99000,11,90.55,13.36,8.55,172.55,1336,0.145391,0.145391,0.010666,0.104878,24190
100000,11,90.55,13.36,8.55,172.55,1352,0.145597,0.145597,0.010335,0.104713,24190
