tick,population,avg_energy,avg_code_length,avg_age,avg_freshness,total_eat,total_refresh,total_divide,total_instructions,eat_ratio,refresh_ratio,divide_ratio,low_energy_eat_rate,low_freshness_refresh_rate,max_generation
0,20,100.00,5.50,0.00,255.00,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1000,59,208.83,7.15,308.68,252.54,8864,8996,4245,47214,0.187741,0.190537,0.089910,0.183607,0.000000,10
2000,58,223.83,7.14,628.72,252.45,10274,10446,5802,57353,0.179136,0.182135,0.101163,0.194827,0.000000,14
3000,56,253.89,7.11,988.73,239.52,10445,10079,5790,57808,0.180684,0.174353,0.100159,0.193779,0.000000,18
4000,59,256.29,7.15,1239.02,247.07,10399,9760,5614,57107,0.182097,0.170907,0.098307,0.199268,0.000000,24
5000,59,263.63,7.15,1554.69,251.27,10427,10196,5601,57638,0.180905,0.176897,0.097175,0.194417,0.000000,29
6000,60,267.93,7.17,1891.30,252.47,10568,10076,5673,58124,0.181818,0.173354,0.097602,0.204455,0.000000,37
7000,60,278.95,7.17,2226.67,250.62,10691,10436,5421,58177,0.183767,0.179384,0.093181,0.193785,0.000000,52
8000,61,279.48,7.18,2512.92,247.43,10832,10163,5520,58810,0.184186,0.172811,0.093862,0.190930,0.000000,63
9000,59,294.10,7.15,2976.32,243.56,10860,10136,5555,58850,0.184537,0.172234,0.094393,0.194829,0.000000,73
10000,60,290.33,7.17,3266.77,245.88,10856,10180,5491,58860,0.184438,0.172953,0.093289,0.190720,0.000000,82
11000,62,283.76,7.19,3510.92,245.27,10882,10112,5490,59034,0.184334,0.171291,0.092997,0.201922,0.000000,91
12000,63,282.52,7.21,3851.75,245.92,10899,10159,5459,59252,0.183943,0.171454,0.092132,0.201068,0.000000,96
13000,61,295.00,7.18,4299.64,247.51,10875,9894,5408,58798,0.184955,0.168271,0.091976,0.191501,0.000000,104
14000,58,313.79,7.14,4885.21,242.36,10867,10105,5408,58925,0.184421,0.171489,0.091778,0.191608,0.000000,113
15000,58,319.53,7.14,5264.07,247.66,10823,10167,5367,58718,0.184322,0.173150,0.091403,0.194767,0.000000,124
16000,58,317.67,7.14,5630.91,248.28,10844,10090,5387,58775,0.184500,0.171672,0.091655,0.199215,0.000000,134
17000,59,315.92,7.15,5942.36,245.08,10952,10135,5451,59421,0.184312,0.170563,0.091735,0.206403,0.000000,136
18000,58,319.62,7.14,6462.33,250.28,10884,10210,5423,59139,0.184041,0.172644,0.091699,0.198507,0.000000,145
19000,56,334.46,7.11,7039.07,251.43,11113,10191,5193,58504,0.189953,0.174193,0.088763,0.200485,0.000000,155
20000,55,347.82,7.09,7678.76,252.93,13933,10279,4609,55459,0.251231,0.185344,0.083106,0.289837,0.000000,15
21000,54,354.09,7.07,8240.59,252.93,14576,10325,4549,55200,0.264058,0.187047,0.082409,0.311407,0.000000,16
22000,55,349.35,7.09,8515.55,252.05,14566,10296,4537,55065,0.264524,0.186979,0.082394,0.312336,0.000000,18
23000,50,382.64,7.00,9788.00,253.06,14549,10331,4552,55194,0.263597,0.187176,0.082473,0.306305,0.000000,20
24000,53,381.83,7.06,9677.43,250.15,14499,10260,4374,54609,0.265506,0.187881,0.080097,0.311418,0.000000,20
25000,53,378.15,7.06,10179.21,252.49,14740,10369,4448,55347,0.266320,0.187345,0.080366,0.308700,0.000000,22
26000,58,347.81,7.14,9693.69,252.97,14700,10393,4396,55254,0.266044,0.188095,0.079560,0.308225,0.000000,24
27000,58,364.21,7.14,10075.64,252.72,14696,10359,4262,54963,0.267380,0.188472,0.077543,0.313621,0.000000,25
28000,58,362.62,7.14,10555.81,252.21,14828,10455,4341,55635,0.266523,0.187921,0.078026,0.308514,0.000000,26
29000,62,338.55,7.19,10285.92,252.55,14846,10485,4357,55732,0.266382,0.188132,0.078178,0.309812,0.000000,29
30000,57,367.18,7.12,11655.98,252.68,14904,10491,4359,55758,0.267298,0.188152,0.078177,0.313300,0.000000,30
31000,58,360.98,7.14,11849.21,252.40,14828,10438,4319,55492,0.267210,0.188099,0.077831,0.306432,0.000000,33
32000,60,348.95,7.17,11854.65,252.87,14799,10450,4310,55461,0.266836,0.188421,0.077712,0.309880,0.000000,33
33000,55,388.78,7.09,13431.96,252.65,14693,10458,4183,55438,0.265035,0.188643,0.075454,0.313698,0.000000,34
34000,53,430.26,7.06,14411.09,252.32,14594,10361,4002,54765,0.266484,0.189190,0.073076,0.308854,0.000000,35
35000,56,409.39,7.11,14108.38,252.91,14992,10537,4114,55967,0.267872,0.188272,0.073508,0.313505,0.000000,37
